step,loss,embedding_grad_l1_norm,embedding_grad_l2_norm,output_proj_grad_l1_norm,output_proj_grad_l2_norm,embedding_grad_mean,output_proj_grad_mean,embedding_grad_abs_mean,output_proj_grad_abs_mean,embedding_grad_rolling_avg,output_proj_clip_threshold,output_proj_grad_l2_norm_post_clip
20,0.0,217.73141479492188,0.0664692148566246,249.46206665039062,0.25422218441963196,-3.616898447411643e-16,6.38249896727297e-14,3.2444509088236373e-06,2.4214307359216036e-06,0.08649989515542984,0.008649989515542985,0.25422218441963196
21,0.0,173.73077392578125,0.05010291934013367,263.9599304199219,0.35374364256858826,-1.8951853975046618e-16,-3.5766369385495725e-14,2.588790266599972e-06,2.5621557142585516e-06,0.08541221618652343,0.008541221618652345,0.35374364256858826
22,0.0,250.78187561035156,0.10929544270038605,253.9963836669922,0.20286519825458527,9.530137096147584e-16,1.4919734555880054e-13,3.7369411529653007e-06,2.46544345827715e-06,0.07608922645449638,0.007608922645449639,0.20286519825458527
23,0.0,259.7740173339844,0.2734248638153076,246.44728088378906,0.20855818688869476,3.7775772093739945e-15,3.3367208193517406e-13,3.870934506267076e-06,2.3921672891447088e-06,0.13626127690076828,0.013626127690076829,0.20855818688869476
24,0.0,254.27349853515625,0.09054676443338394,251.86973571777344,0.247150257229805,4.562322741819003e-16,3.442418808233087e-14,3.788970388995949e-06,2.444801111778361e-06,0.08300301283597947,0.008300301283597947,0.247150257229805
25,0.0,211.94224548339844,0.05250290036201477,236.21112060546875,0.19766688346862793,3.0682921481339775e-16,1.768778774434345e-14,3.1581855637341505e-06,2.292808858328499e-06,0.07577080577611923,0.0075770805776119235,0.19766688346862793
26,0.0,336.4944152832031,0.17143163084983826,252.20999145507812,0.23849783837795258,-1.0930926302998856e-15,2.8897029083832515e-13,5.014157522964524e-06,2.4481037144141737e-06,0.07305599749088287,0.007305599749088287,0.23849783837795258
27,0.0,204.72573852539062,0.0790209248661995,227.28765869140625,0.21844881772994995,4.584006785268713e-16,2.068302499484264e-14,3.050651230296353e-06,2.2061924482841277e-06,0.06584656685590744,0.006584656685590744,0.21844881772994995
28,0.0,167.88145446777344,0.06610678881406784,202.7014923095703,0.12184938043355942,-7.037556301603409e-16,2.0018178670147373e-14,2.5016286144818878e-06,1.967543994396692e-06,0.09151420667767525,0.009151420667767526,0.12184938043355942
29,0.0,247.57069396972656,0.13542716205120087,217.05914306640625,0.22009950876235962,2.3310346708438345e-16,-8.354357956569681e-15,3.6890908177156234e-06,2.1069081412861124e-06,0.07809104099869728,0.007809104099869728,0.22009950876235962
30,0.0,221.39276123046875,0.07334291189908981,201.80712890625,0.12150722742080688,-4.0332320816460765e-17,-6.136639184002937e-14,3.299009222246241e-06,1.9588628674682695e-06,0.09218229502439498,0.0092182295024395,0.12150722742080688
31,0.0,272.6002197265625,0.08257190138101578,196.29446411132812,0.16660575568675995,3.7643499428696714e-16,-1.2673015577484986e-14,4.0620598156237975e-06,1.9053535424973234e-06,0.06842465996742249,0.006842465996742249,0.16660575568675995
32,0.0,258.7857666015625,0.06290993094444275,195.75071716308594,0.20489749312400818,-1.1492543028346347e-17,3.0606153191264224e-14,3.85620842280332e-06,1.9000756310560973e-06,0.0689108908176422,0.006891089081764221,0.20489749312400818
33,0.0,329.0919189453125,0.09195558726787567,174.0923614501953,0.11751336604356766,-1.6588293239028218e-16,-1.9809703533037355e-14,4.903851731796749e-06,1.6898464991754736e-06,0.07424715906381607,0.007424715906381607,0.11751336604356766
34,0.0,415.48046875,0.2019091099500656,187.92837524414062,0.2661408483982086,7.494005416219807e-16,4.151335579547638e-14,6.191141437739134e-06,1.8241472616864485e-06,0.11600972712039948,0.011600972712039949,0.2661408483982086
35,0.0,345.84307861328125,0.07393919676542282,179.2701416015625,0.12898944318294525,7.147060721024445e-16,1.1304881184816262e-13,5.153463462193031e-06,1.7401051763954456e-06,0.08878101855516433,0.008878101855516433,0.12898944318294525
36,0.0,402.8447265625,0.09030987322330475,181.09902954101562,0.14254054427146912,3.5887091909270197e-16,-3.408759074161917e-14,6.002854206599295e-06,1.7578574897925137e-06,0.09909983873367309,0.00990998387336731,0.14254054427146912
37,0.0,401.6219787597656,0.08266502618789673,158.80618286132812,0.1026444360613823,-4.79217360238593e-16,-1.5430802387814482e-14,5.984633844491327e-06,1.541469487165159e-06,0.1171568289399147,0.011715682893991471,0.1026444360613823
38,0.0,419.6507568359375,0.08721830695867538,170.62806701660156,0.18370801210403442,-7.762887554996212e-17,-9.286288169094332e-15,6.253283572732471e-06,1.6562198652536608e-06,0.10465432703495026,0.010465432703495026,0.18370801210403442
39,0.0,454.10748291015625,0.09860578179359436,150.2333984375,0.10673030465841293,-6.440160904563896e-17,-6.08534812032149e-15,6.766728802176658e-06,1.4582568610421731e-06,0.11638960689306259,0.01163896068930626,0.10673030465841293
40,0.0,481.21258544921875,0.09908468276262283,163.24563598632812,0.17496000230312347,-4.774826367626162e-16,4.2270399962414384e-15,7.170626304286998e-06,1.5845615735088359e-06,0.10925387293100357,0.010925387293100358,0.17496000230312347
41,0.0,542.114013671875,0.12168443948030472,182.57293701171875,0.12071369588375092,6.613633252161577e-16,-1.037090941113049e-15,8.078128303168342e-06,1.7721640688250773e-06,0.10993965268135071,0.010993965268135071,0.12071369588375092
42,0.0,477.3621520996094,0.09576293081045151,168.7095947265625,0.13660290837287903,-2.3830763751231387e-16,-1.3443566192986728e-13,7.113250376278302e-06,1.6375980749216978e-06,0.10407975912094117,0.010407975912094117,0.13660290837287903
43,0.0,527.912841796875,0.10371861606836319,144.41683959960938,0.11071103811264038,7.142723912334503e-16,-4.954758611996077e-15,7.86651435191743e-06,1.4017978173797019e-06,0.10788225829601288,0.010788225829601289,0.11071103811264038
44,0.0,522.322265625,0.10229901224374771,153.81820678710938,0.12085658311843872,-9.055256544598933e-16,-7.522142495474879e-14,7.783208275213838e-06,1.4930532188373036e-06,0.11523845791816711,0.011523845791816712,0.12085658311843872
45,0.0,564.77099609375,0.109958216547966,146.7803497314453,0.13152457773685455,7.788908407135864e-16,-2.846507412917164e-14,8.415743650402874e-06,1.4247394801714108e-06,0.13223000168800353,0.013223000168800354,0.13152457773685455
46,0.0,574.4073486328125,0.12998059391975403,159.9803009033203,0.13924166560173035,-8.370040771588094e-17,-1.1007239736381732e-14,8.559336492908187e-06,1.552866251586238e-06,0.11165367662906647,0.011165367662906649,0.13924166560173035
47,0.0,632.6526489257812,0.12758052349090576,153.74453735351562,0.12018238753080368,5.425347671117464e-16,-2.004757791319715e-15,9.427259101357777e-06,1.4923381286280346e-06,0.1414937347173691,0.01414937347173691,0.12018238753080368
48,0.0,745.4501953125,0.1575588583946228,153.822509765625,0.1626572608947754,1.1011157263762783e-15,1.4174032498918965e-14,1.1108073522336781e-05,1.4930949419067474e-06,0.14481280446052552,0.014481280446052553,0.1626572608947754
49,0.0,701.3003540039062,0.1366683393716812,151.98899841308594,0.1579241305589676,4.0939474033052647e-16,-1.9071082332702133e-14,1.0450189620314632e-05,1.4752977222087793e-06,0.1661500632762909,0.01661500632762909,0.1579241305589676
50,0.0,721.5291748046875,0.15021108090877533,170.70909118652344,0.1517007201910019,8.220420871785095e-16,-2.147635266510923e-14,1.0751622539828531e-05,1.657006350797019e-06,0.14223856031894683,0.014223856031894683,0.1517007201910019
51,0.0,686.29248046875,0.13084793090820312,143.31649780273438,0.16063392162322998,-4.675079767757495e-16,8.147109323167288e-15,1.0226554877590388e-05,1.3911171663494315e-06,0.14107437878847123,0.014107437878847124,0.16063392162322998
52,0.0,645.2864990234375,0.12807214260101318,160.8682861328125,0.2860596477985382,-1.2576745200831851e-17,2.8116645432252688e-14,9.61551813816186e-06,1.56148553287494e-06,0.13439727276563646,0.013439727276563646,0.2860596477985382
53,0.0,705.470947265625,0.13884398341178894,155.6433868408203,0.12845171988010406,1.582067810090848e-15,-1.3077219699914738e-14,1.0512336302781478e-05,1.5107694935068139e-06,0.13462019860744476,0.013462019860744476,0.12845171988010406
54,0.0,759.0755004882812,0.14526720345020294,175.41653442382812,0.2064875215291977,1.0677222994637248e-15,-4.937272040316486e-14,1.1311106391076464e-05,1.702699705674604e-06,0.1511082887649536,0.015110828876495362,0.2064875215291977
55,0.0,775.418701171875,0.14724062383174896,146.16915893554688,0.12931443750858307,2.6020852139652106e-17,-8.739545342300627e-15,1.1554639058886096e-05,1.418806846231746e-06,0.1510763317346573,0.01510763317346573,0.12931443750858307
56,0.0,721.9207763671875,0.1373269110918045,144.628662109375,0.12578128278255463,-1.1960918366860085e-15,-4.1667370102209736e-14,1.0757457857835107e-05,1.4038538438398973e-06,0.1388406127691269,0.01388406127691269,0.12578128278255463
57,0.0,746.981201171875,0.14547283947467804,141.322265625,0.1911320984363556,-2.033095913844818e-15,3.2794306956433414e-14,1.1130887287436053e-05,1.3717599358642474e-06,0.6994444966316223,0.06994444966316224,0.1911320984363556
58,0.0,878.9249267578125,0.1775788515806198,171.84390258789062,0.19427119195461273,-8.76902717106276e-16,2.95795526473238e-14,1.3097002010908909e-05,1.668021582190704e-06,0.15764665603637695,0.015764665603637696,0.19427119195461273
59,0.0,748.7562255859375,0.15268972516059875,138.6822509765625,0.14807190001010895,8.112000654536544e-16,1.0572085030059308e-14,1.1157337212353013e-05,1.3461343542076065e-06,0.14816256761550903,0.014816256761550904,0.14807190001010895
60,0.0,743.5104370117188,0.1401921659708023,135.2162322998047,0.19247137010097504,1.1891529427821013e-15,2.0802733196662775e-15,1.1079168871219736e-05,1.3124911220074864e-06,0.13987782299518586,0.013987782299518588,0.19247137010097504
61,0.0,743.90625,0.13920441269874573,146.75445556640625,0.14025041460990906,-7.034303695085953e-16,-1.3020560649633361e-13,1.1085066944360733e-05,1.4244881185732083e-06,0.13754122257232665,0.013754122257232666,0.14025041460990906
62,0.0,853.574462890625,0.17428889870643616,172.4747772216797,0.4313138723373413,1.9741153156616065e-15,1.517001110775025e-14,1.2719250662485138e-05,1.6741452100177412e-06,0.16777005791664124,0.016777005791664124,0.4313138723373413
63,0.0,852.580322265625,0.16503584384918213,147.36412048339844,0.2001262754201889,-1.4172690798730514e-15,-5.1047870357895375e-14,1.270443681278266e-05,1.4304058595371316e-06,0.18112597465515137,0.018112597465515138,0.2001262754201889
64,0.0,839.3096313476562,0.16745831072330475,153.28103637695312,0.17528313398361206,-1.0668549377257364e-16,-1.6102813255990805e-13,1.2506688108260278e-05,1.4878390857120394e-06,0.15725425779819488,0.015725425779819488,0.17528313398361206
65,0.0,732.2921752929688,0.13512426614761353,137.908203125,0.20629434287548065,7.589415207398531e-17,-4.084978171426789e-15,1.0912003745033871e-05,1.3386210184762604e-06,0.14279360175132752,0.014279360175132753,0.20629434287548065
66,0.0,769.5408935546875,0.14334161579608917,139.79501342773438,0.11031951755285263,8.673617379884035e-18,-3.803880631704851e-14,1.146705290011596e-05,1.3569355132858618e-06,0.14802102446556092,0.014802102446556093,0.11031951755285263
67,0.0,850.5347900390625,0.17647358775138855,151.91305541992188,0.3197373151779175,-9.71445146547012e-17,-3.845249043222393e-14,1.2673956007347442e-05,1.4745605767529923e-06,0.16317996084690095,0.016317996084690096,0.3197373151779175
68,0.0,868.3811645507812,0.16447696089744568,155.9456329345703,0.12924616038799286,1.0386656812411132e-16,-1.2394559425305766e-14,1.2939887710672338e-05,1.513703296041058e-06,0.16566720008850097,0.016566720008850098,0.12924616038799286
69,0.0,838.9969482421875,0.15814994275569916,138.179931640625,0.1445412039756775,-1.001802807376606e-15,-9.184588311249298e-15,1.2502028766903095e-05,1.3412585531114019e-06,0.1586848944425583,0.01586848944425583,0.1445412039756775
70,0.0,745.6410522460938,0.1387457400560379,139.41542053222656,0.13639378547668457,-8.977193988179977e-17,-2.4605106025018218e-14,1.1110917512269225e-05,1.3532509228753042e-06,0.1588411509990692,0.01588411509990692,0.13639378547668457
71,0.0,732.8463134765625,0.13720251619815826,141.0718231201172,0.1340622901916504,1.349614864309956e-15,-5.54774266144629e-15,1.0920261047431268e-05,1.369328970213246e-06,0.14326858520507812,0.014326858520507814,0.1340622901916504
72,0.0,792.9095458984375,0.14839592576026917,136.46331787109375,0.15630431473255157,8.036106502462559e-16,-2.48952677754818e-17,1.1815272955573164e-05,1.3245960417407332e-06,0.1555800348520279,0.01555800348520279,0.15630431473255157
73,0.0,835.0680541992188,0.15791349112987518,145.91603088378906,0.140592560172081,7.84528692010511e-16,-2.133513872027478e-14,1.244348368345527e-05,1.4163498462949065e-06,0.16253953874111177,0.016253953874111177,0.140592560172081
74,0.0,835.6826171875,0.2130250781774521,168.8422393798828,0.19317641854286194,8.335346302068558e-16,2.0729389884309446e-14,1.2452641385607421e-05,1.6388855783588951e-06,0.17587755620479584,0.017587755620479584,0.19317641854286194
75,0.0,789.9910888671875,0.15539754927158356,142.50112915039062,0.15165671706199646,-6.765421556309548e-17,-3.1886423162248365e-14,1.177178455691319e-05,1.3832027434546035e-06,0.16491305232048034,0.016491305232048035,0.15165671706199646
76,0.0,800.300537109375,0.15103194117546082,156.3111572265625,0.18182238936424255,1.433748952894831e-15,-1.451277622111901e-14,1.1925407306989655e-05,1.517251234872674e-06,0.16103335916996003,0.016103335916996003,0.18182238936424255
77,0.0,775.229248046875,0.14406099915504456,135.26708984375,0.13389205932617188,-1.3439770130130313e-15,-2.979246623707743e-14,1.1551815987331793e-05,1.3129847502568737e-06,0.15265567302703859,0.01526556730270386,0.13389205932617188
78,0.0,833.4049072265625,0.1593700349330902,133.4027557373047,0.14816120266914368,-5.919743861770854e-16,-6.368386297228882e-15,1.241870086232666e-05,1.29488842048886e-06,0.16234812140464783,0.016234812140464783,0.14816120266914368
79,0.0,834.407958984375,0.15667609870433807,141.83755493164062,0.13164639472961426,-3.903127820947816e-17,-1.0579217894508136e-14,1.2433647498255596e-05,1.3767617019766476e-06,0.1583789676427841,0.015837896764278412,0.13164639472961426
80,0.0,812.620849609375,0.1526406705379486,135.546875,0.24497465789318085,1.0837684916165102e-15,-2.5041709157680447e-14,1.2108994269510731e-05,1.3157005014363676e-06,0.16199339926242828,0.01619933992624283,0.24497465789318085
81,0.0,836.3667602539062,0.1596309393644333,141.22930908203125,0.1287376582622528,1.0005017647696235e-15,-2.708375651571185e-14,1.2462835911719594e-05,1.3708577171200886e-06,0.15674577355384828,0.015674577355384828,0.1287376582622528
82,0.0,830.3128662109375,0.1614159494638443,143.3636016845703,0.15233634412288666,-2.6237692574149207e-16,-2.5582200881323416e-14,1.2372625860734843e-05,1.3915744148107478e-06,0.15560879409313202,0.015560879409313203,0.15233634412288666
83,0.0,815.15869140625,0.1506732851266861,141.08615112304688,0.14365053176879883,9.527968691802613e-16,-5.424516562389618e-14,1.214681105921045e-05,1.3694681229026173e-06,0.15380877554416655,0.015380877554416656,0.14365053176879883
84,0.0,842.6707763671875,0.1613905429840088,126.46458435058594,0.129037007689476,8.161873954470877e-16,-1.564918272820969e-14,1.2556773071992211e-05,1.227542270498816e-06,0.15921306908130645,0.015921306908130647,0.129037007689476
85,0.0,858.4990234375,0.16583268344402313,129.4959716796875,0.12609899044036865,-2.0469737016526324e-16,-2.3030772896285223e-16,1.2792632333002985e-05,1.2569666978379246e-06,0.16154201626777648,0.016154201626777647,0.12609899044036865
86,0.0,903.6168823242188,0.16638775169849396,155.58303833007812,0.18480297923088074,1.8041124150158794e-15,-2.0774306347436447e-14,1.3464940820995253e-05,1.5101836652320344e-06,0.1580005556344986,0.01580005556344986,0.18480297923088074
87,0.0,860.8665771484375,0.15784572064876556,149.10037231445312,0.12696142494678497,5.390653201597928e-16,-3.823030352576376e-14,1.2827911632484756e-05,1.4472590237346594e-06,0.16576990783214568,0.01657699078321457,0.12696142494678497
88,0.0,880.97607421875,0.17082132399082184,152.50267028808594,0.14187288284301758,-1.8778381627448937e-15,-3.5661394898276605e-14,1.312756648985669e-05,1.480283799537574e-06,0.16718400418758392,0.016718400418758394,0.14187288284301758
89,0.0,904.3363037109375,0.16870073974132538,130.9036407470703,0.13466335833072662,7.207776042683633e-16,-7.71167170784048e-15,1.347566103504505e-05,1.2706304914900102e-06,0.17181897163391113,0.017181897163391115,0.13466335833072662
90,0.0,877.7666625976562,0.16644138097763062,135.74899291992188,0.09728823602199554,2.0686577451023425e-15,-5.235259586413264e-14,1.3079742529953364e-05,1.3176623951949296e-06,0.1670855015516281,0.016708550155162812,0.09728823602199554
91,0.0,803.43408203125,0.15094323456287384,134.57183837890625,0.10956689715385437,-4.132978681514743e-16,7.05153708861761e-14,1.1972100764978677e-05,1.3062361858828808e-06,0.16979471743106841,0.016979471743106843,0.10956689715385437
92,0.0,938.6597290039062,0.17977170646190643,142.94503784179688,0.10329151898622513,-1.5061736580168628e-15,1.10093937411666e-14,1.3987119928060565e-05,1.3875115882910904e-06,0.18026478886604308,0.01802647888660431,0.10329151898622513
93,0.0,904.268310546875,0.1727190911769867,135.8798370361328,0.0863475352525711,4.0592529337857286e-16,3.2472257406590804e-15,1.3474647857947275e-05,1.3189323908591177e-06,0.1647419035434723,0.01647419035434723,0.0863475352525711
94,0.0,882.9507446289062,0.1642886847257614,147.30868530273438,0.14813944697380066,2.953366717850514e-16,-4.463527359950103e-15,1.315699137194315e-05,1.4298677797341952e-06,0.16019580662250518,0.01601958066225052,0.14813944697380066
95,0.0,886.3485107421875,0.16448771953582764,153.0711669921875,0.1411038041114807,9.874913386997974e-16,-5.0032393050618296e-14,1.3207622032496147e-05,1.4858019312669057e-06,0.16942612826824188,0.016942612826824188,0.1411038041114807
96,0.0,931.6236572265625,0.17387966811656952,141.83639526367188,0.11000601947307587,3.8077180297690916e-16,-6.880497419644444e-14,1.3882274288334884e-05,1.3767504469797132e-06,0.1637715220451355,0.01637715220451355,0.11000601947307587
97,0.0,892.1640625,0.1702127605676651,134.8461456298828,0.10092657059431076,-1.5191840840866888e-15,1.075161281619691e-14,1.3294280506670475e-05,1.3088988453091588e-06,0.17212208211421967,0.017212208211421966,0.10092657059431076
98,0.0,894.4439697265625,0.16646289825439453,126.56123352050781,0.1417788565158844,2.7321894746634712e-17,-1.2701459790886733e-14,1.3328253771760501e-05,1.2284804142836947e-06,0.17503767609596252,0.017503767609596252,0.1417788565158844
99,0.0,973.25048828125,0.18274211883544922,145.78695678710938,0.14118042588233948,-5.898059818321144e-16,-1.336141348387207e-13,1.4502562407869846e-05,1.4150970173432142e-06,0.17678665220737458,0.01767866522073746,0.14118042588233948
100,0.0,879.8646240234375,0.16330841183662415,118.96884155273438,0.10487610101699829,5.421010862427522e-16,-6.396229964271026e-15,1.3111004591337405e-05,1.1547840585990343e-06,0.16860226690769195,0.016860226690769194,0.10487610101699829
101,0.0,935.7775268554688,0.17268238961696625,147.20486450195312,0.13014453649520874,-6.587612400021925e-16,-2.4106212089414908e-14,1.3944171769253444e-05,1.4288600596046308e-06,0.17287259995937349,0.01728725999593735,0.13014453649520874
102,0.0,849.5529174804688,0.1563502997159958,126.68305206298828,0.09643595665693283,1.3071141391485241e-15,-1.3023870176764873e-13,1.2659324966080021e-05,1.2296628710828372e-06,0.15991674661636351,0.01599167466163635,0.09643595665693283
103,0.0,951.0866088867188,0.1760270744562149,136.23681640625,0.1107959970831871,-4.0592529337857286e-16,-2.995218615774349e-14,1.4172294868330937e-05,1.3223974519860349e-06,0.18035070300102235,0.018035070300102235,0.1107959970831871
104,0.0,909.939208984375,0.16947776079177856,135.84866333007812,0.10377626121044159,1.0672886185947306e-15,-1.4414960856370083e-14,1.3559150829678401e-05,1.3186298701839405e-06,0.1748599261045456,0.01748599261045456,0.10377626121044159
105,0.0,909.19140625,0.16629749536514282,132.13568115234375,0.18516069650650024,-2.2295533474991913e-15,5.4888946239193236e-15,1.354800770059228e-05,1.2825893236367847e-06,0.16967320442199707,0.01696732044219971,0.18516069650650024
106,0.0,925.6857299804688,0.17645391821861267,140.92454528808594,0.12934647500514984,5.186823193170653e-16,6.599488479568788e-14,1.3793792277283501e-05,1.3678994719157345e-06,0.17331380844116212,0.01733138084411621,0.12934647500514984
107,0.0,921.1292724609375,0.16812823712825775,136.85446166992188,0.13454540073871613,-3.131175874138137e-16,-2.627948009756905e-14,1.3725895769312046e-05,1.3283927273732843e-06,0.17016874253749847,0.01701687425374985,0.13454540073871613
108,0.0,1019.9403076171875,0.2318844348192215,147.0847930908203,0.14089703559875488,5.551115123125783e-16,-6.942601790633834e-15,1.5198294931906275e-05,1.4276945421443088e-06,0.1805658221244812,0.01805658221244812,0.14089703559875488
109,0.0,955.8013916015625,0.17819622159004211,126.363037109375,0.10230068117380142,3.5041414214731503e-16,-7.96298977142262e-15,1.424255060555879e-05,1.2265566056157695e-06,0.17847385704517366,0.017847385704517365,0.10230068117380142
110,0.0,933.4134521484375,0.17746968567371368,149.95713806152344,0.12853971123695374,1.3227266504323154e-16,-5.6551385617517255e-14,1.3908944310969673e-05,1.4555753296008334e-06,0.174617201089859,0.0174617201089859,0.12853971123695374
111,0.0,901.0306396484375,0.16426514089107513,125.99109649658203,0.11952652782201767,1.094176832472371e-15,-7.515263402097048e-15,1.3426402801997028e-05,1.2229462527102442e-06,0.1694606900215149,0.016946069002151492,0.11952652782201767
112,0.0,995.8173828125,0.1830422282218933,136.9023895263672,0.11428643763065338,4.683753385137379e-17,-4.120085823617996e-14,1.4838835340924561e-05,1.3288579339132411e-06,0.18590194582939149,0.01859019458293915,0.11428643763065338
113,0.0,993.5787353515625,0.18146385252475739,154.31390380859375,0.11818057298660278,-8.083811398051921e-16,1.574945279443976e-14,1.4805476894252934e-05,1.4978646731833578e-06,0.17288947105407715,0.017288947105407716,0.11818057298660278
114,0.0,1006.0233154296875,0.18878675997257233,147.6788330078125,0.11101540923118591,1.6046192152785466e-16,-9.034966378567225e-14,1.499091558798682e-05,1.4334606248667114e-06,0.17999720573425293,0.017999720573425294,0.11101540923118591
115,0.0,950.5220336914062,0.17298758029937744,124.17981719970703,0.09733022749423981,1.6263032587282567e-15,-1.2228467275777512e-14,1.4163882042339537e-05,1.2053649243171094e-06,0.2056763529777527,0.02056763529777527,0.09733022749423981
116,0.0,931.5132446289062,0.17516662180423737,124.64762878417969,0.09877070039510727,-3.126839065448195e-16,-9.626339710164938e-14,1.3880629012419377e-05,1.2099058039893862e-06,0.17269563376903535,0.017269563376903534,0.09877070039510727
117,0.0,915.0220336914062,0.16624042391777039,127.21395874023438,0.1266189068555832,-7.151397529714387e-16,1.6755433168312225e-14,1.3634890819957945e-05,1.2348161817499204e-06,0.1750386595726013,0.017503865957260133,0.1266189068555832
118,0.0,943.9918212890625,0.17922723293304443,126.80756378173828,0.1682436764240265,-2.125903619809577e-15,-1.7199593528929857e-14,1.406657429470215e-05,1.2308714758546557e-06,0.18026882112026216,0.018026882112026216,0.1682436764240265
119,0.0,956.8768920898438,0.1747197061777115,133.29779052734375,0.10027509927749634,2.983724378680108e-16,-9.734894097432334e-14,1.4258576811698731e-05,1.2938695590491989e-06,0.1729329377412796,0.01729329377412796,0.10027509927749634
120,0.0,917.968017578125,0.16805054247379303,124.47624206542969,0.09610328078269958,-1.1171619185290638e-15,-2.7510507808164563e-15,1.367878940072842e-05,1.2082422244930058e-06,0.1696624904870987,0.01696624904870987,0.09610328078269958
